"_id","title","tags","original-price","discount","price-main-md","seller","ProductId","price-promotional"
"ObjectId(""6296b11afc39a438146748d5"")","Acero inoxidable 304 forma de bandera, bisagra desmontable, 1,5/2/2. =","[""ferreteria"",""ferreteria/carpinteria"",""carpinteria/bisagras"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",98,0.173469387755102,81,"{""score"":4.3,""link-low-md"":""fukela""}",10073,
"ObjectId(""6296b11afc39a438146748d6"")","Chanclas reciclables fundas impermeables para zapatos reutilizables  =","[""moda"",""moda/cuidado-de-zapatos-y-accesorios"",""cuidado-de-zapatos-y-accesorios/bolsas-para-zapatos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",123,0.19512195121951215,99,"{""score"":4.3,""link-low-md"":""HONGSHENG MALL""}",10074,
"ObjectId(""6296b11afc39a438146748d7"")","Batería Alcalina Maxell LR03 AAA 4 Unidades","[""ferreteria"",""ferreteria/instalaciones-electricas"",""instalaciones-electricas/pilas-y-cargadores-de-pilas""]",,,6.93,"{""score"":4.7,""link-low-md"":""OFFICE PAPER""}",10075,
"ObjectId(""6296b11afc39a438146748d8"")","Zapatillas Para Hombre Adidas Galaxy 5 - FW5717","[""moda"",""moda/hombre"",""hombre/zapatos-hombre"",""zapatos-hombre/zapatillas-deportivas-hombre"",""zapatillas-deportivas-hombre/zapatillas-para-correr-hombre""]",299,0.4347826086956522,169,"{""score"":4.6,""link-low-md"":""Tienda Boutique boys Mp""}",10076,155
"ObjectId(""6296b11afc39a438146748d9"")","TECLADO MECÁNICO LOGITECH G413 RED LIGHT NEGRO","[""computacion"",""computacion/zona-gamer"",""zona-gamer/equipos-gamers""]",699,0.2848354792560801,499.9,"{""score"":4.8,""link-low-md"":""Achorao""}",10077,
"ObjectId(""6296b11afc39a438146748da"")","Almohada Ortopédica Viscoelastica Memory Rodillas Y Piernas","[""salud-y-bienestar"",""salud-y-bienestar/equipos-medicos-y-ortopedicos"",""equipos-medicos-y-ortopedicos/equipos-ortopedicos""]",49,0.40816326530612246,29,"{""score"":4.3,""link-low-md"":""EXPRESSARTE SHOP""}",10078,
"ObjectId(""6296b11afc39a438146748db"")","TETERA / INFUSOR / FUEGO DIRECTO BOROSILICATO 1100 ML","[""hogar"",""hogar/articulos-de-comedor"",""articulos-de-comedor/vasos-copas-y-jarras"",""vasos-copas-y-jarras/jarras-de-comedor""]",160,0.25,120,"{""score"":4.7,""link-low-md"":""Bazar de Chacha""}",10079,
"ObjectId(""6296b11afc39a438146748dc"")","Detergente en Polvo Ariel Regular Pro Cuidado 4kg","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/articulos-para-el-hogar"",""articulos-para-el-hogar/limpieza-y-cuidado-del-hogar"",""limpieza-y-cuidado-del-hogar/lavanderia"",""lavanderia/detergentes-en-polvo""]",,,48.9,"{""score"":4.6,""link-low-md"":""P&G""}",10080,
"ObjectId(""6296b11afc39a438146748dd"")","Mochila Billabong Hand Over Love Rosa","[""moda"",""moda/carteras-billeteras-maletas-y-mochilas"",""carteras-billeteras-maletas-y-mochilas/carteras-mujer"",""carteras-mujer/bolsos-de-playa""]",,,199,"{""score"":4.7,""link-low-md"":""Forus Perú""}",10081,
"ObjectId(""6296b11afc39a438146748de"")","Cargador Oficial de Samsung 45W para Galaxy S21 Plus Ultra Original - Negro","[""celulares-y-tablets"",""celulares-y-tablets/accesorios-para-celulares"",""accesorios-para-celulares/bateria-externa-cargadores-y-cables-para-celulares""]",269,0.18587360594795543,219,"{""score"":4.5,""link-low-md"":""City Phone Store""}",10082,
"ObjectId(""6296b11afc39a438146748df"")","Plancha de Vapor Suela Antiadherente GCSTBS6001 - Oster","[""electrodomesticos"",""electrodomesticos/pequenos-electrodomesticos"",""pequenos-electrodomesticos/planchas"",""planchas/planchas-de-mano""]",149,0.3355704697986577,99,"{""score"":4.6,""link-low-md"":""IMREHUA E.I.R.L""}",10083,
"ObjectId(""6296b11afc39a438146748e0"")","DADO 8MM 1000V 1/2"" 44335/008 TRAMONTINA","[""ferreteria"",""ferreteria/instalaciones-electricas"",""instalaciones-electricas/herramientas-y-complementos""]",41,0.30000000000000004,28.7,"{""score"":4.7,""link-low-md"":""OHMI IMPORT SA""}",10084,
"ObjectId(""6296b11afc39a438146748e1"")","Falda Princesa Fluffy Chiffon Petti Skirt - Azul Marino","[""deportes"",""deportes/ropa-y-calzado-deportivo-mujer"",""ropa-y-calzado-deportivo-mujer/faldas-deportivas"",""faldas-deportivas/faldas-deportivas-estandar""]",119,0.25210084033613445,89,"{""score"":4.6,""link-low-md"":""NV SHOWROOM""}",10085,
"ObjectId(""6296b11afc39a438146748e2"")","CANELA MOLIDA ONZA SOBRE X 12g","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/despensa"",""despensa/sal-condimentos-y-sazonadores"",""sal-condimentos-y-sazonadores/consomes""]",,,2.89,"{""score"":4.7,""link-low-md"":""Onza Foods""}",10086,
"ObjectId(""6296b11afc39a438146748e3"")","Ratón juego Bloody A70 6200 CPI LK Drag-Clicks Mouse Gamer","[""computacion"",""computacion/accesorios-de-computadoras"",""accesorios-de-computadoras/mouse-kit"",""mouse-kit/mouse"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",259,0.34749034749034746,169,"{""score"":4.5,""link-low-md"":""A4Tech Online Store""}",10087,
"ObjectId(""6296b11afc39a438146748e4"")","PACK FEM PRO 3 KG VAINILLA + COLAGEN FEM 500G FRUIT PUNCH","[""deportes"",""deportes/nutricion-y-medicina-deportiva"",""nutricion-y-medicina-deportiva/nutricion-deportiva"",""nutricion-deportiva/proteinas-con-carbohidratos""]",400,0.30025,279.9,"{""score"":4.9,""link-low-md"":""Fast Power Peru""}",10088,
"ObjectId(""6296b11afc39a438146748e5"")","Balanza Inteligente Huawei Body Scale 3-Blanco","[""salud-y-bienestar"",""salud-y-bienestar/basculas-y-medidores-de-grasa"",""basculas-y-medidores-de-grasa/basculas""]",129,0.2325581395348837,99,"{""score"":4.7,""link-low-md"":""IMPORT EXPORT SANY INTERNACIONAL SAC""}",10089,
"ObjectId(""6296b11afc39a438146748e6"")","Warm Fleece Balaclava Ski Bike Máscara de cara completa Cuello gris","[""deportes"",""deportes/ropa-y-calzado-deportivo-ninas"",""ropa-y-calzado-deportivo-ninas/gorros-gorras-y-viseras-deportivas-ninas"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",300,0.16666666666666663,250,"{""link-low-md"":""PETSOLA""}",10090,
"ObjectId(""6296b11afc39a438146748e7"")","Zapatilla Under Armour Micro G Pursuit - Negro","[""moda"",""moda/hombre"",""hombre/zapatos-hombre"",""zapatos-hombre/zapatillas-deportivas-hombre"",""zapatillas-deportivas-hombre/zapatillas-para-correr-hombre""]",299,0.16722408026755853,249,"{""score"":4.5,""link-low-md"":""Richorf Shoes""}",10091,
"ObjectId(""6296b11afc39a438146748e8"")","POKEMON MUNCHLAX TOMY EXCLUSIVO","[""juguetes-ninos-y-bebes"",""juguetes-ninos-y-bebes/juguetes-y-juegos"",""juguetes-y-juegos/figuras-de-accion-y-coleccionables"",""figuras-de-accion-y-coleccionables/coleccionables""]",200,0.3554999999999999,128.9,"{""score"":4.8,""link-low-md"":""CALFORD IMPORT""}",10092,
"ObjectId(""6296b11afc39a438146748e9"")","Táctica transpirable Mascarilla facial Caza CS Wargame Paintball máscara-negro","[""deportes"",""deportes/deportes-de-equipo"",""deportes-de-equipo/paintball"",""paintball/mascaras-para-paintball"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",169,0.272189349112426,123,"{""score"":4.1,""link-low-md"":""GiftFU""}",10093,
"ObjectId(""6296b11afc39a438146748ea"")","Spaghetti Tricolor al Tomate y Espinaca Divella 500 gr.","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/despensa"",""despensa/arroz-pasta-y-semillas"",""arroz-pasta-y-semillas/pasta""]",,,9.75,"{""score"":4.9,""link-low-md"":""Best Brands SAC""}",10094,
"ObjectId(""6296b11afc39a438146748eb"")","Smartwatch Amazfit ® GTS Negro cuerpo de metal ligero","[""deportes"",""deportes/tecnologia-para-deportes"",""tecnologia-para-deportes/smartwatches""]",,,589,"{""score"":4.6,""link-low-md"":""SACO""}",10095,369
"ObjectId(""6296b11afc39a438146748ec"")","Lámpara Solar con Sensor de Movimiento Forma Cámara Seguridad - Negro","[""hogar"",""hogar/iluminacion"",""iluminacion/iluminacion-exterior"",""iluminacion-exterior/iluminacion-solar-y-para-alberca""]",59.9,0.41736227045075125,34.9,"{""score"":4.5,""link-low-md"":""TODA TECNOLOGÍA PERÚ""}",10096,
"ObjectId(""6296b11afc39a438146748ed"")","Collar con dije peruanísima - Plata 950","[""moda"",""moda/joyeria"",""joyeria/joyeria-fina-mujer"",""joyeria-fina-mujer/collares-finos"",""collares-finos/cadenas-finas""]",,,130,"{""score"":4.9,""link-low-md"":""January Accesorios""}",10097,
"ObjectId(""6296b11afc39a438146748ee"")","MEGA MAN Rockman 11 New Edition [Capcom] Nintendo Switch Multilenguaje","[""consolas-y-videojuegos"",""consolas-y-videojuegos/coleccionables-consolas-y-videojuegos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",304.88,0.20001311991603254,243.9,"{""score"":4.7,""link-low-md"":""Yasuee""}",10098,
"ObjectId(""6296b11afc39a438146748ef"")","Rueda de molienda recta en el mechero azul, ajustable, inflable, Met =","[""salud-y-bienestar"",""salud-y-bienestar/articulos-para-dejar-de-fumar"",""articulos-para-dejar-de-fumar/cigarros-electronicos-y-accesorios"",""cigarros-electronicos-y-accesorios/accesorios-para-cigarros-electronicos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",98,0.19387755102040816,79,"{""score"":4.3,""link-low-md"":""HONGSHENG MALL""}",10099,
"ObjectId(""6296b11afc39a438146748f0"")","Perchero de Pie Sole de 9 Perchas Haya  - Muebles Bonno","[""hogar"",""hogar/orden-y-limpieza"",""orden-y-limpieza/orden-de-la-ropa"",""orden-de-la-ropa/percheros-y-ganchos""]",200,0.20004999999999995,159.99,"{""score"":4.5,""link-low-md"":""Inversiones Bonno S.A.C""}",10100,
"ObjectId(""6296b11afc39a438146748f1"")","Xiaomi Mibro Color Reloj inteligente multilenguaje","[""celulares-y-tablets"",""celulares-y-tablets/smartwatches"",""smartwatches/smartwatch"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",199,0.06030150753768848,187,"{""score"":4.6,""link-low-md"":""CoolClub""}",10101,
"ObjectId(""6296b11afc39a438146748f2"")","Alessi - Desengrasante de parrillas 650 ml. - 4 Pack","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/articulos-para-el-hogar"",""articulos-para-el-hogar/limpieza-y-cuidado-del-hogar"",""limpieza-y-cuidado-del-hogar/articulos-para-lavavajillas"",""articulos-para-lavavajillas/desengrasante""]",96,0.37916666666666665,59.6,"{""score"":4.6,""link-low-md"":""THE HUNGRY MAN S.A.C. 2""}",10102,
"ObjectId(""6296b11afc39a438146748f3"")","Auto 360 ° giratorio máquina de cadena abrazadera soporte base tenis","[""deportes"",""deportes/deportes-de-raqueta"",""deportes-de-raqueta/tenis"",""tenis/pelotas-de-tenis"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",600,0.16666666666666663,500,"{""link-low-md"":""PETSOLA""}",10103,
"ObjectId(""6296b11afc39a438146748f4"")","Monitor De presión Arterial para brazo, esfigmomanómetros médicos pa =","[""salud-y-bienestar"",""salud-y-bienestar/monitores-de-salud"",""monitores-de-salud/oximetros"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",298,0.19798657718120805,239,"{""link-low-md"":""First Line""}",10104,
"ObjectId(""6296b11afc39a438146748f5"")","Mouse Gamer Logitech G G502 Hero 25K","[""computacion"",""computacion/zona-gamer"",""zona-gamer/accesorios-gamers"",""accesorios-gamers/mouse-y-mousepads-gamers""]",,,,"{""score"":4.8,""link-low-md"":""Gaming Central S.A.C""}",10105,
"ObjectId(""6296b11afc39a438146748f6"")","Spaghetti Tricolor al Tomate y Espinaca Divella 500 gr.","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/despensa"",""despensa/arroz-pasta-y-semillas"",""arroz-pasta-y-semillas/pasta""]",,,9.75,"{""score"":4.9,""link-low-md"":""Best Brands SAC""}",10106,
"ObjectId(""6296b11afc39a438146748f7"")","Mamelucooverol-Modelo-M2co2-Delta-Plus","[""ferreteria"",""ferreteria/equipos-de-seguridad"",""equipos-de-seguridad/ropa-de-trabajo""]",,,208,"{""score"":4.6,""link-low-md"":""SAVI SAFETY""}",10107,
"ObjectId(""6296b11afc39a438146748f8"")","Pack de 6 - BUBBLE TAPE AWESOME ORIGINAL X 56.7 GR.","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/despensa"",""despensa/dulces-y-chocolate"",""dulces-y-chocolate/chicles-y-chupetes""]",,,48,"{""score"":4.8,""link-low-md"":""Inter Andina""}",10108,
"ObjectId(""6296b11afc39a438146748f9"")","Centro de TV 50¿ Itaipu","[""hogar"",""hogar/muebles"",""muebles/muebles-de-sala"",""muebles-de-sala/muebles-para-tv"",""muebles-para-tv/centros-de-entretenimiento""]",949,0.410958904109589,559,"{""score"":4.5,""link-low-md"":""Falabella""}",10109,
"ObjectId(""6296b11afc39a438146748fa"")","Zapatillas de moda casual de gran tamaño para mujer - negro","[""moda"",""moda/mujeres"",""mujeres/zapatos-mujer"",""zapatos-mujer/alpargatas-mujer"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",149,0.3966442953020134,89.9,"{""score"":4.1,""link-low-md"":""Best Deal""}",10110,79.9
"ObjectId(""6296b11afc39a438146748fb"")","decoración de cristal de novia tocado barroco Corona Princesa Corona - dorado claro","[""moda"",""moda/novias"",""novias/boda-mujer"",""boda-mujer/accesorios-para-novia"",""accesorios-para-novia/pines-para-el-pelo-de-novia"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",96,0.26041666666666663,71,"{""score"":3.9,""link-low-md"":""Sunny dand""}",10111,
"ObjectId(""6296b11afc39a438146748fc"")","LENTE PLAY STATION 2 PS2 LASER SLIM PVR802W","[""consolas-y-videojuegos"",""consolas-y-videojuegos/coleccionables-consolas-y-videojuegos""]",,,95,"{""score"":4.4,""link-low-md"":""MANDRIL IMPORTACIONES EIRL""}",10112,
"ObjectId(""6296b11afc39a438146748fd"")","Consecuencias de decir te quiero","[""libros-y-peliculas"",""libros-y-peliculas/libros"",""libros/literatura-y-novelas"",""literatura-y-novelas/poesia""]",59,0.1694915254237288,49,"{""score"":4.7,""link-low-md"":""Aleph IBD""}",10113,47
"ObjectId(""6296b11afc39a438146748fe"")","Auto 360 ° giratorio máquina de cadena abrazadera soporte base tenis","[""deportes"",""deportes/deportes-de-raqueta"",""deportes-de-raqueta/tenis"",""tenis/pelotas-de-tenis"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",600,0.16666666666666663,500,"{""link-low-md"":""PETSOLA""}",10114,
"ObjectId(""6296b11afc39a438146748ff"")","Cartera Bolsa de Mano con Tarjetero Tommy Hilfiger Rosada","[""moda"",""moda/carteras-billeteras-maletas-y-mochilas"",""carteras-billeteras-maletas-y-mochilas/carteras-mujer"",""carteras-mujer/carteras-de-hombro"",""carteras-de-hombro/carteras-hobo""]",259,0.2702702702702703,189,"{""score"":4.5,""link-low-md"":""SAFREPRO SAC""}",10115,169
"ObjectId(""6296b11afc39a43814674900"")","Bolsa de almacenamiento de cardán de mano portátil plegable","[""celulares-y-tablets"",""celulares-y-tablets/lectores-electronicos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",186,0.23118279569892475,143,"{""score"":5,""link-low-md"":""F FITYLE""}",10116,
"ObjectId(""6296b11afc39a43814674901"")","Y3 Bluetooth Smartwatch Pulsera Deportiva Smartband - Negro","[""deportes"",""deportes/experiencia-actividad-y-viajes"",""experiencia-actividad-y-viajes/actividades-al-aire-libre-y-vuelo"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",,,201,"{""score"":3.7,""link-low-md"":""Shuua""}",10117,
"ObjectId(""6296b11afc39a43814674902"")","Pack SomeThing Special - SOMETHING SPECIAL","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/vinos-y-licores"",""vinos-y-licores/licores"",""licores/whisky""]",94.9,0.03161222339304526,91.9,"{""score"":4.5,""link-low-md"":""HIPERMERCADOS TOTTUS 1""}",10118,
"ObjectId(""6296b11afc39a43814674903"")","Labial Liquido Amore Matte - Dark - MILANI","[""belleza-y-cuidado-personal"",""belleza-y-cuidado-personal/maquillaje"",""maquillaje/maquillaje-de-labios"",""maquillaje-de-labios/labiales""]",,,60,"{""score"":4.6,""link-low-md"":""Importaciones Coconut""}",10119,
"ObjectId(""6296b11afc39a43814674904"")","PANTORRILLERA VELCRO AJUSTABLE ARGYM","[""salud-y-bienestar"",""salud-y-bienestar/equipos-medicos-y-ortopedicos"",""equipos-medicos-y-ortopedicos/equipos-ortopedicos""]",75,0.21333333333333337,59,"{""score"":4.5,""link-low-md"":""Tienda Todo Fit""}",10120,
"ObjectId(""6296b11afc39a43814674905"")","Medieval Noble Armor Knight Crusader Georges Cosplay Hombres","[""moda"",""moda/disfraces"",""disfraces/disfraces-hombre"",""disfraces-hombre/disfraces-de-tv-series-y-peliculas-hombre"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",203.63,0.20001964347100132,162.9,"{""score"":4.8,""link-low-md"":""Yasuee""}",10121,
"ObjectId(""6296b11afc39a43814674906"")","Consola Super Mini Classic Edition SNES 21","[""consolas-y-videojuegos"",""consolas-y-videojuegos/coleccionables-consolas-y-videojuegos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",455,0.38681318681318677,279,"{""score"":4.3,""link-low-md"":""YoursLoveCity""}",10122,
"ObjectId(""6296b11afc39a43814674907"")","Consola Super Mini Classic Edition SNES 21","[""consolas-y-videojuegos"",""consolas-y-videojuegos/coleccionables-consolas-y-videojuegos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",455,0.38681318681318677,279,"{""score"":4.3,""link-low-md"":""YoursLoveCity""}",10123,
"ObjectId(""6296b11afc39a43814674908"")","Base Líquida Matificante Tono 1 Yanbal","[""belleza-y-cuidado-personal"",""belleza-y-cuidado-personal/maquillaje"",""maquillaje/maquillaje-para-rostro"",""maquillaje-para-rostro/bases-y-correctores"",""bases-y-correctores/bases-para-rostro""]",,,90,"{""score"":4.6,""link-low-md"":""NOVUS""}",10124,
"ObjectId(""6296b11afc39a43814674909"")","Sandisk Gopro Memoria Micro SD Extreme A2 256GB 160MB 4K","[""computacion"",""computacion/otros-computacion""]",800,0.62625,299,"{""score"":4.5,""link-low-md"":""Full novedades""}",10125,
"ObjectId(""6296b11afc39a4381467490a"")","Casaca Dockers Packable Puffer Navy","[""moda"",""moda/hombre"",""hombre/ropa-hombres"",""ropa-hombres/chamarras-y-abrigos-hombre"",""chamarras-y-abrigos-hombre/parkas-hombre""]",299,0.29999999999999993,209.3,"{""score"":4.7,""link-low-md"":""Levis Strauss Peru""}",10126,
"ObjectId(""6296b11afc39a4381467490b"")","FUNKO POP MARVEL: SPIDERMAN - SPIDERMAN 2099 SE","[""juguetes-ninos-y-bebes"",""juguetes-ninos-y-bebes/juguetes-y-juegos"",""juguetes-y-juegos/figuras-de-accion-y-coleccionables"",""figuras-de-accion-y-coleccionables/coleccionables""]",,,99.9,"{""score"":4.8,""link-low-md"":""PHANTOM""}",10127,
"ObjectId(""6296b11afc39a4381467490c"")","Los Compas escapan de la prisión","[""libros-y-peliculas"",""libros-y-peliculas/libros"",""libros/libros-infantiles"",""libros-infantiles/cuentos-ilustrados""]",74.99,0.3012401653553807,52.4,"{""score"":4.5,""link-low-md"":""Falabella""}",10128,
"ObjectId(""6296b11afc39a4381467490d"")","POKEMON MUNCHLAX TOMY EXCLUSIVO","[""juguetes-ninos-y-bebes"",""juguetes-ninos-y-bebes/juguetes-y-juegos"",""juguetes-y-juegos/figuras-de-accion-y-coleccionables"",""figuras-de-accion-y-coleccionables/coleccionables""]",200,0.3554999999999999,128.9,"{""score"":4.8,""link-low-md"":""CALFORD IMPORT""}",10129,
"ObjectId(""6296b11afc39a4381467490e"")","Consola de juegos portátil Retro X12 PLUS más de 2000 juegos","[""consolas-y-videojuegos"",""consolas-y-videojuegos/consolas-multijuegos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",429,0.4895104895104895,219,"{""score"":4.3,""link-low-md"":""YoursLoveCity""}",10130,
"ObjectId(""6296b11afc39a4381467490f"")","Cargador MacBook Pro USB-C De 30W Con Cable De 1mt Original","[""celulares-y-tablets"",""celulares-y-tablets/accesorios-para-celulares"",""accesorios-para-celulares/bateria-externa-cargadores-y-cables-para-celulares""]",359,0.47353760445682447,189,"{""score"":4.5,""link-low-md"":""INFINITY SHOP""}",10131,
"ObjectId(""6296b11afc39a43814674910"")","ASIENTO MEDITERRANEO ENVOLVENTE CAIDA LENTA BONE VAINSA","[""ferreteria"",""ferreteria/plomeria"",""plomeria/plomeria-de-bano"",""plomeria-de-bano/sanitarios""]",,,80,"{""score"":4.8,""link-low-md"":""VSI Industrial""}",10132,
"ObjectId(""6296b11afc39a43814674911"")","12 Uds. Mini bisagras pequeñas para tope de 180 ° caja de puros SAI","[""ferreteria"",""ferreteria/carpinteria"",""carpinteria/bisagras"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",176,0.47159090909090906,93,"{""score"":4.4,""link-low-md"":""SAISUO""}",10133,
"ObjectId(""6296b11afc39a43814674912"")","Empire Vip Perfume de Hombre","[""belleza-y-cuidado-personal"",""belleza-y-cuidado-personal/perfumeria-y-fragancias"",""perfumeria-y-fragancias/perfumes-para-hombre""]",189,0.20000000000000007,151.2,"{""score"":4.6,""link-low-md"":""NOVUS""}",10134,
"ObjectId(""6296b11afc39a43814674913"")","POKEMON MUNCHLAX TOMY EXCLUSIVO","[""juguetes-ninos-y-bebes"",""juguetes-ninos-y-bebes/juguetes-y-juegos"",""juguetes-y-juegos/figuras-de-accion-y-coleccionables"",""figuras-de-accion-y-coleccionables/coleccionables""]",200,0.3554999999999999,128.9,"{""score"":4.8,""link-low-md"":""CALFORD IMPORT""}",10135,
"ObjectId(""6296b11afc39a43814674914"")","JBL Auriculares Endurance RUN  deportivos con cable en la oreja - Azul","[""tv-audio-y-video"",""tv-audio-y-video/otros-tv-audio-y-video""]",150,0.33399999999999996,99.9,"{""score"":4.7,""link-low-md"":""Pro Accesorios E.I.R.L""}",10136,
"ObjectId(""6296b11afc39a43814674915"")","Figuras Pintadas A Mano Poses Surtidas Mesa De Arena 100 piezas 75","[""consolas-y-videojuegos"",""consolas-y-videojuegos/coleccionables-consolas-y-videojuegos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",101,0.2277227722772277,78,"{""link-low-md"":""CUTICATE""}",10137,
"ObjectId(""6296b11afc39a43814674916"")","Detergente en Polvo Ariel Regular Pro Cuidado 4kg","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/articulos-para-el-hogar"",""articulos-para-el-hogar/limpieza-y-cuidado-del-hogar"",""limpieza-y-cuidado-del-hogar/lavanderia"",""lavanderia/detergentes-en-polvo""]",,,48.9,"{""score"":4.6,""link-low-md"":""P&G""}",10138,
"ObjectId(""6296b11afc39a43814674917"")","Cerveza CUSQUEÑA DORADA 6PACK LATA 355 ML","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/vinos-y-licores"",""vinos-y-licores/cervezas"",""cervezas/cerveza-clara""]",,,25,"{""score"":4.6,""link-low-md"":""BACKUS""}",10139,
"ObjectId(""6296b11afc39a43814674918"")","Audífono Panasonic con Micrófono RP-TCM55E-K","[""tv-audio-y-video"",""tv-audio-y-video/audio"",""audio/audifonos"",""audifonos/audifonos-in-ear""]",,,44.9,"{""score"":4.6,""link-low-md"":""PANASONIC TIENDA OFICIAL""}",10140,
"ObjectId(""6296b11afc39a43814674919"")","Combo Salud: Masc Fish B 60 U+Masc Fish N 60 U +Masc 3P 100U","[""salud-y-bienestar"",""salud-y-bienestar/equipos-medicos-y-ortopedicos"",""equipos-medicos-y-ortopedicos/equipos-medicos"",""equipos-medicos/materiales-medicos""]",180,0.13944444444444437,154.9,"{""score"":4.4,""link-low-md"":""Sasaru Importaciones""}",10141,
"ObjectId(""6296b11afc39a4381467491a"")","Kaspersky Security Cloud - Personal - 3 Equipos - 2 Años - Digital","[""computacion"",""computacion/software"",""software/anti-virus""]",,,823.13,"{""score"":4.8,""link-low-md"":""ELCEGU IT ESD""}",10142,
"ObjectId(""6296b11afc39a4381467491b"")","Smartwatch Amazfit ® GTS Negro cuerpo de metal ligero","[""deportes"",""deportes/tecnologia-para-deportes"",""tecnologia-para-deportes/smartwatches""]",,,589,"{""score"":4.6,""link-low-md"":""SACO""}",10143,369
"ObjectId(""6296b11afc39a4381467491c"")","Tabla de Picar Parrillera Chica","[""hogar"",""hogar/jardin-y-bbq"",""jardin-y-bbq/asadores-y-parrillas"",""asadores-y-parrillas/accesorios-de-parrillas""]",149,0.25,111.75,"{""score"":4.6,""link-low-md"":""GRILLCORP PERU S.A.C.""}",10144,105
"ObjectId(""6296b11afc39a4381467491d"")","14Pcs 4 pulgadas de acero inoxidable Puerta cocina Gabinete","[""ferreteria"",""ferreteria/cerrajeria"",""cerrajeria/cerraduras"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",270,0.3296296296296296,181,"{""score"":3.2,""link-low-md"":""Great Monkey""}",10145,
"ObjectId(""6296b11afc39a4381467491e"")","Colágeno Hidrolizado con Cartílago de Tiburón 500 gr Lab Superfood","[""salud-y-bienestar"",""salud-y-bienestar/suplementos-y-vitaminas"",""suplementos-y-vitaminas/vitaminas"",""vitaminas/multi-vitaminas""]",160,0.313125,109.9,"{""score"":4.7,""link-low-md"":""Nibray Perú""}",10146,
