"_id","CustomerId","Date","PaymentMethod","Items"
"ObjectId(""6296b205fc39a43814674f6c"")",1738,"2019-01-07T07:08:25.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Ripley""}}","[{""ProductId"":10121,""Amount"":3},{""ProductId"":10366,""Amount"":2},{""ProductId"":10416,""Amount"":6},{""ProductId"":10074,""Amount"":4},{""ProductId"":10206,""Amount"":2},{""ProductId"":10476,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f6d"")",1943,"2019-01-01T07:20:05.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10150,""Amount"":1},{""ProductId"":10357,""Amount"":2},{""ProductId"":10289,""Amount"":2},{""ProductId"":10492,""Amount"":3},{""ProductId"":10074,""Amount"":4},{""ProductId"":10120,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f6e"")",1936,"2020-02-14T02:41:30.000Z","{""Cash"":""Cash""}","[{""ProductId"":10165,""Amount"":3},{""ProductId"":10425,""Amount"":4},{""ProductId"":10022,""Amount"":1},{""ProductId"":10084,""Amount"":1},{""ProductId"":10208,""Amount"":1},{""ProductId"":10378,""Amount"":2},{""ProductId"":10472,""Amount"":0},{""ProductId"":10208,""Amount"":1},{""ProductId"":10160,""Amount"":2},{""ProductId"":10200,""Amount"":4},{""ProductId"":10222,""Amount"":11}]"
"ObjectId(""6296b205fc39a43814674f6f"")",1573,"2019-04-24T21:48:20.000Z","{""Cash"":""Debit""}","[{""ProductId"":10282,""Amount"":0}]"
"ObjectId(""6296b205fc39a43814674f70"")",1563,"2019-08-08T10:53:15.000Z","{""Cash"":""Debit""}","[{""ProductId"":10317,""Amount"":2},{""ProductId"":10227,""Amount"":1},{""ProductId"":10272,""Amount"":1},{""ProductId"":10478,""Amount"":1},{""ProductId"":10493,""Amount"":7},{""ProductId"":10446,""Amount"":5},{""ProductId"":10232,""Amount"":5},{""ProductId"":10178,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f71"")",1163,"2020-09-15T15:05:42.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Ripley""}}","[{""ProductId"":10481,""Amount"":1},{""ProductId"":10153,""Amount"":1},{""ProductId"":10123,""Amount"":2},{""ProductId"":10404,""Amount"":3},{""ProductId"":10471,""Amount"":6},{""ProductId"":10463,""Amount"":3},{""ProductId"":10156,""Amount"":1},{""ProductId"":10342,""Amount"":5},{""ProductId"":10235,""Amount"":4},{""ProductId"":10235,""Amount"":4},{""ProductId"":10072,""Amount"":2},{""ProductId"":10318,""Amount"":1},{""ProductId"":10404,""Amount"":3},{""ProductId"":10076,""Amount"":0},{""ProductId"":10075,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f72"")",1054,"2019-03-18T08:50:21.000Z","{""Credit"":{""Quotes"":4,""Back"":""Banco Ripley""}}","[{""ProductId"":10338,""Amount"":4},{""ProductId"":10269,""Amount"":5},{""ProductId"":10075,""Amount"":3},{""ProductId"":10446,""Amount"":5},{""ProductId"":10375,""Amount"":4},{""ProductId"":10081,""Amount"":5},{""ProductId"":10289,""Amount"":2},{""ProductId"":10428,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f73"")",1196,"2019-11-12T06:46:17.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10237,""Amount"":1},{""ProductId"":10089,""Amount"":3},{""ProductId"":10328,""Amount"":0},{""ProductId"":10412,""Amount"":8},{""ProductId"":10180,""Amount"":1},{""ProductId"":10392,""Amount"":3},{""ProductId"":10493,""Amount"":7},{""ProductId"":10393,""Amount"":1},{""ProductId"":10232,""Amount"":5},{""ProductId"":10427,""Amount"":0},{""ProductId"":10175,""Amount"":3},{""ProductId"":10316,""Amount"":1},{""ProductId"":10023,""Amount"":1},{""ProductId"":10120,""Amount"":4},{""ProductId"":10114,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f74"")",1227,"2020-10-02T12:21:54.000Z","{""Credit"":{""Quotes"":6,""Back"":""Banco Falabella""}}","[{""ProductId"":10161,""Amount"":1},{""ProductId"":10069,""Amount"":1},{""ProductId"":10134,""Amount"":9},{""ProductId"":10332,""Amount"":0},{""ProductId"":10162,""Amount"":4},{""ProductId"":10222,""Amount"":11},{""ProductId"":10206,""Amount"":2},{""ProductId"":10490,""Amount"":2},{""ProductId"":10085,""Amount"":2},{""ProductId"":10168,""Amount"":1},{""ProductId"":10045,""Amount"":5},{""ProductId"":10392,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f75"")",1185,"2020-10-05T04:57:32.000Z","{""Cash"":""Cash""}","[{""ProductId"":10075,""Amount"":3},{""ProductId"":10418,""Amount"":7},{""ProductId"":10083,""Amount"":2},{""ProductId"":10283,""Amount"":4},{""ProductId"":10420,""Amount"":0},{""ProductId"":10186,""Amount"":2},{""ProductId"":10225,""Amount"":7},{""ProductId"":10093,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f76"")",1569,"2020-03-25T22:48:15.000Z","{""Credit"":{""Quotes"":6,""Back"":""Banco Falabella""}}","[{""ProductId"":10159,""Amount"":1},{""ProductId"":10235,""Amount"":4},{""ProductId"":10006,""Amount"":2},{""ProductId"":10033,""Amount"":1},{""ProductId"":10094,""Amount"":4},{""ProductId"":10038,""Amount"":2},{""ProductId"":10074,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f77"")",1747,"2019-02-24T13:08:38.000Z","{""Cash"":""Debit""}","[{""ProductId"":10499,""Amount"":3},{""ProductId"":10023,""Amount"":1},{""ProductId"":10359,""Amount"":6},{""ProductId"":10026,""Amount"":3},{""ProductId"":10169,""Amount"":2},{""ProductId"":10344,""Amount"":0},{""ProductId"":10141,""Amount"":7}]"
"ObjectId(""6296b205fc39a43814674f78"")",1775,"2019-04-01T14:12:16.000Z","{""Cash"":""Debit""}","[{""ProductId"":10329,""Amount"":3},{""ProductId"":10141,""Amount"":7},{""ProductId"":10283,""Amount"":4},{""ProductId"":10348,""Amount"":3},{""ProductId"":10031,""Amount"":4},{""ProductId"":10484,""Amount"":5},{""ProductId"":10457,""Amount"":2},{""ProductId"":10240,""Amount"":0},{""ProductId"":10102,""Amount"":2},{""ProductId"":10134,""Amount"":9},{""ProductId"":10177,""Amount"":0},{""ProductId"":10106,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f79"")",1316,"2020-06-25T15:30:59.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10363,""Amount"":6},{""ProductId"":10256,""Amount"":1},{""ProductId"":10079,""Amount"":0},{""ProductId"":10186,""Amount"":2},{""ProductId"":10073,""Amount"":4},{""ProductId"":10368,""Amount"":4},{""ProductId"":10137,""Amount"":2},{""ProductId"":10098,""Amount"":0},{""ProductId"":10012,""Amount"":1},{""ProductId"":10425,""Amount"":4},{""ProductId"":10230,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f7a"")",1276,"2019-09-27T13:43:07.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10062,""Amount"":4},{""ProductId"":10144,""Amount"":1},{""ProductId"":10304,""Amount"":0},{""ProductId"":10233,""Amount"":2},{""ProductId"":10324,""Amount"":6},{""ProductId"":10176,""Amount"":1},{""ProductId"":10004,""Amount"":1},{""ProductId"":10136,""Amount"":2},{""ProductId"":10493,""Amount"":7},{""ProductId"":10469,""Amount"":1},{""ProductId"":10179,""Amount"":5},{""ProductId"":10222,""Amount"":11},{""ProductId"":10312,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f7b"")",1944,"2019-09-02T16:29:52.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10049,""Amount"":3},{""ProductId"":10342,""Amount"":5},{""ProductId"":10312,""Amount"":1},{""ProductId"":10392,""Amount"":3},{""ProductId"":10318,""Amount"":1},{""ProductId"":10078,""Amount"":0},{""ProductId"":10218,""Amount"":1},{""ProductId"":10015,""Amount"":7},{""ProductId"":10043,""Amount"":0},{""ProductId"":10067,""Amount"":6},{""ProductId"":10067,""Amount"":6},{""ProductId"":10395,""Amount"":2},{""ProductId"":10447,""Amount"":3},{""ProductId"":10232,""Amount"":5}]"
"ObjectId(""6296b205fc39a43814674f7c"")",1166,"2019-03-14T21:35:21.000Z","{""Credit"":{""Quotes"":3,""Back"":""Banco Falabella""}}","[{""ProductId"":10058,""Amount"":0},{""ProductId"":10094,""Amount"":4},{""ProductId"":10258,""Amount"":1},{""ProductId"":10089,""Amount"":3},{""ProductId"":10077,""Amount"":3},{""ProductId"":10205,""Amount"":4},{""ProductId"":10315,""Amount"":3},{""ProductId"":10136,""Amount"":2},{""ProductId"":10250,""Amount"":1},{""ProductId"":10203,""Amount"":1},{""ProductId"":10402,""Amount"":2},{""ProductId"":10049,""Amount"":3},{""ProductId"":10375,""Amount"":4},{""ProductId"":10275,""Amount"":3},{""ProductId"":10105,""Amount"":1},{""ProductId"":10070,""Amount"":1},{""ProductId"":10314,""Amount"":4},{""ProductId"":10061,""Amount"":4},{""ProductId"":10404,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f7d"")",1614,"2020-04-05T08:09:14.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10074,""Amount"":4},{""ProductId"":10209,""Amount"":1},{""ProductId"":10094,""Amount"":4},{""ProductId"":10416,""Amount"":6},{""ProductId"":10119,""Amount"":2},{""ProductId"":10215,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f7e"")",1480,"2019-02-06T11:43:47.000Z","{""Cash"":""Cash""}","[{""ProductId"":10484,""Amount"":5},{""ProductId"":10225,""Amount"":7},{""ProductId"":10043,""Amount"":0},{""ProductId"":10275,""Amount"":3},{""ProductId"":10048,""Amount"":3},{""ProductId"":10499,""Amount"":3},{""ProductId"":10120,""Amount"":4},{""ProductId"":10116,""Amount"":0},{""ProductId"":10225,""Amount"":7},{""ProductId"":10275,""Amount"":3},{""ProductId"":10298,""Amount"":1},{""ProductId"":10386,""Amount"":0},{""ProductId"":10311,""Amount"":0},{""ProductId"":10243,""Amount"":0},{""ProductId"":10186,""Amount"":2},{""ProductId"":10031,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f7f"")",1962,"2020-05-12T17:30:01.000Z","{""Cash"":""Debit""}","[{""ProductId"":10466,""Amount"":0},{""ProductId"":10363,""Amount"":6},{""ProductId"":10141,""Amount"":7},{""ProductId"":10189,""Amount"":2},{""ProductId"":10194,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f80"")",1818,"2019-01-27T15:26:33.000Z","{""Cash"":""Debit""}","[{""ProductId"":10496,""Amount"":2},{""ProductId"":10031,""Amount"":4},{""ProductId"":10134,""Amount"":9},{""ProductId"":10342,""Amount"":5},{""ProductId"":10139,""Amount"":3},{""ProductId"":10077,""Amount"":3},{""ProductId"":10133,""Amount"":3},{""ProductId"":10485,""Amount"":2},{""ProductId"":10387,""Amount"":0},{""ProductId"":10338,""Amount"":4},{""ProductId"":10375,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f81"")",1788,"2019-11-06T17:35:21.000Z","{""Cash"":""Debit""}","[{""ProductId"":10190,""Amount"":5},{""ProductId"":10418,""Amount"":7},{""ProductId"":10367,""Amount"":2},{""ProductId"":10460,""Amount"":0},{""ProductId"":10231,""Amount"":2},{""ProductId"":10050,""Amount"":1},{""ProductId"":10467,""Amount"":4},{""ProductId"":10393,""Amount"":1},{""ProductId"":10103,""Amount"":3},{""ProductId"":10018,""Amount"":1},{""ProductId"":10423,""Amount"":2},{""ProductId"":10441,""Amount"":2},{""ProductId"":10392,""Amount"":3},{""ProductId"":10285,""Amount"":0},{""ProductId"":10186,""Amount"":2},{""ProductId"":10331,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f82"")",1390,"2020-02-08T08:32:13.000Z","{""Credit"":{""Quotes"":4,""Back"":""BBVA""}}","[{""ProductId"":10042,""Amount"":0},{""ProductId"":10069,""Amount"":1},{""ProductId"":10075,""Amount"":3},{""ProductId"":10315,""Amount"":3},{""ProductId"":10112,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f83"")",1451,"2019-11-24T17:56:18.000Z","{""Cash"":""Cash""}","[{""ProductId"":10471,""Amount"":6},{""ProductId"":10151,""Amount"":0},{""ProductId"":10233,""Amount"":2},{""ProductId"":10316,""Amount"":1},{""ProductId"":10492,""Amount"":3},{""ProductId"":10378,""Amount"":2},{""ProductId"":10493,""Amount"":7},{""ProductId"":10414,""Amount"":1},{""ProductId"":10111,""Amount"":1},{""ProductId"":10403,""Amount"":4},{""ProductId"":10286,""Amount"":4},{""ProductId"":10161,""Amount"":1},{""ProductId"":10101,""Amount"":4},{""ProductId"":10077,""Amount"":3},{""ProductId"":10069,""Amount"":1},{""ProductId"":10209,""Amount"":1},{""ProductId"":10457,""Amount"":2},{""ProductId"":10321,""Amount"":11},{""ProductId"":10238,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f84"")",1483,"2020-10-09T23:10:59.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10111,""Amount"":1},{""ProductId"":10108,""Amount"":3},{""ProductId"":10036,""Amount"":1},{""ProductId"":10455,""Amount"":3},{""ProductId"":10155,""Amount"":4},{""ProductId"":10258,""Amount"":1},{""ProductId"":10154,""Amount"":1},{""ProductId"":10011,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f85"")",1944,"2019-07-14T02:50:27.000Z","{""Credit"":{""Quotes"":3,""Back"":""Banco Falabella""}}","[{""ProductId"":10419,""Amount"":3},{""ProductId"":10222,""Amount"":11},{""ProductId"":10260,""Amount"":0},{""ProductId"":10264,""Amount"":1},{""ProductId"":10168,""Amount"":1},{""ProductId"":10447,""Amount"":3},{""ProductId"":10169,""Amount"":2},{""ProductId"":10347,""Amount"":0},{""ProductId"":10338,""Amount"":4},{""ProductId"":10073,""Amount"":4},{""ProductId"":10393,""Amount"":1},{""ProductId"":10446,""Amount"":5}]"
"ObjectId(""6296b205fc39a43814674f86"")",1350,"2020-04-14T15:24:22.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10011,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f87"")",1279,"2020-11-15T19:16:59.000Z","{""Cash"":""Debit""}","[{""ProductId"":10275,""Amount"":3},{""ProductId"":10463,""Amount"":3},{""ProductId"":10044,""Amount"":1},{""ProductId"":10057,""Amount"":3},{""ProductId"":10048,""Amount"":3},{""ProductId"":10342,""Amount"":5},{""ProductId"":10208,""Amount"":1},{""ProductId"":10186,""Amount"":2},{""ProductId"":10488,""Amount"":0},{""ProductId"":10324,""Amount"":6},{""ProductId"":10363,""Amount"":6},{""ProductId"":10412,""Amount"":8},{""ProductId"":10032,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f88"")",1848,"2020-07-11T22:08:40.000Z","{""Credit"":{""Quotes"":6,""Back"":""Banco Ripley""}}","[{""ProductId"":10010,""Amount"":8},{""ProductId"":10406,""Amount"":1},{""ProductId"":10012,""Amount"":1},{""ProductId"":10441,""Amount"":2},{""ProductId"":10138,""Amount"":3},{""ProductId"":10404,""Amount"":3},{""ProductId"":10115,""Amount"":6},{""ProductId"":10353,""Amount"":3},{""ProductId"":10252,""Amount"":3},{""ProductId"":10315,""Amount"":3},{""ProductId"":10353,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f89"")",1503,"2019-03-10T16:32:32.000Z","{""Cash"":""Cash""}","[{""ProductId"":10197,""Amount"":0},{""ProductId"":10331,""Amount"":1},{""ProductId"":10077,""Amount"":3},{""ProductId"":10334,""Amount"":5},{""ProductId"":10212,""Amount"":2},{""ProductId"":10222,""Amount"":11},{""ProductId"":10144,""Amount"":1},{""ProductId"":10359,""Amount"":6},{""ProductId"":10363,""Amount"":6},{""ProductId"":10067,""Amount"":6},{""ProductId"":10425,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f8a"")",1990,"2020-03-26T16:04:14.000Z","{""Credit"":{""Quotes"":3,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10102,""Amount"":2},{""ProductId"":10404,""Amount"":3},{""ProductId"":10143,""Amount"":1},{""ProductId"":10224,""Amount"":1},{""ProductId"":10412,""Amount"":8},{""ProductId"":10136,""Amount"":2},{""ProductId"":10235,""Amount"":4},{""ProductId"":10290,""Amount"":2},{""ProductId"":10136,""Amount"":2},{""ProductId"":10190,""Amount"":5},{""ProductId"":10374,""Amount"":2},{""ProductId"":10095,""Amount"":2},{""ProductId"":10212,""Amount"":2},{""ProductId"":10257,""Amount"":0},{""ProductId"":10363,""Amount"":6},{""ProductId"":10162,""Amount"":4},{""ProductId"":10102,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f8b"")",1355,"2019-11-16T14:08:16.000Z","{""Credit"":{""Quotes"":6,""Back"":""BBVA""}}","[{""ProductId"":10431,""Amount"":5},{""ProductId"":10036,""Amount"":1},{""ProductId"":10286,""Amount"":4},{""ProductId"":10227,""Amount"":1},{""ProductId"":10263,""Amount"":3},{""ProductId"":10437,""Amount"":3},{""ProductId"":10022,""Amount"":1},{""ProductId"":10374,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f8c"")",1316,"2019-03-15T15:46:32.000Z","{""Cash"":""Cash""}","[{""ProductId"":10117,""Amount"":0},{""ProductId"":10153,""Amount"":1},{""ProductId"":10390,""Amount"":0},{""ProductId"":10110,""Amount"":4},{""ProductId"":10004,""Amount"":1},{""ProductId"":10236,""Amount"":1},{""ProductId"":10011,""Amount"":4},{""ProductId"":10162,""Amount"":4},{""ProductId"":10162,""Amount"":4},{""ProductId"":10193,""Amount"":1},{""ProductId"":10418,""Amount"":7},{""ProductId"":10067,""Amount"":6},{""ProductId"":10197,""Amount"":0},{""ProductId"":10045,""Amount"":5},{""ProductId"":10162,""Amount"":4},{""ProductId"":10155,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f8d"")",1931,"2020-10-26T06:56:45.000Z","{""Cash"":""Debit""}","[{""ProductId"":10306,""Amount"":2},{""ProductId"":10175,""Amount"":3},{""ProductId"":10361,""Amount"":2},{""ProductId"":10045,""Amount"":5},{""ProductId"":10400,""Amount"":2},{""ProductId"":10403,""Amount"":4},{""ProductId"":10118,""Amount"":2},{""ProductId"":10085,""Amount"":2},{""ProductId"":10321,""Amount"":11}]"
"ObjectId(""6296b205fc39a43814674f8e"")",1654,"2019-05-21T08:15:24.000Z","{""Cash"":""Debit""}","[{""ProductId"":10089,""Amount"":3},{""ProductId"":10286,""Amount"":4},{""ProductId"":10405,""Amount"":3},{""ProductId"":10403,""Amount"":4},{""ProductId"":10127,""Amount"":3},{""ProductId"":10269,""Amount"":5},{""ProductId"":10269,""Amount"":5},{""ProductId"":10222,""Amount"":11},{""ProductId"":10483,""Amount"":1},{""ProductId"":10190,""Amount"":5},{""ProductId"":10134,""Amount"":9},{""ProductId"":10324,""Amount"":6},{""ProductId"":10370,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f8f"")",1094,"2020-11-02T12:42:40.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10048,""Amount"":3},{""ProductId"":10484,""Amount"":5},{""ProductId"":10021,""Amount"":3},{""ProductId"":10030,""Amount"":0},{""ProductId"":10121,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f90"")",1372,"2019-09-19T22:11:45.000Z","{""Cash"":""Debit""}","[{""ProductId"":10406,""Amount"":1},{""ProductId"":10306,""Amount"":2},{""ProductId"":10189,""Amount"":2},{""ProductId"":10133,""Amount"":3},{""ProductId"":10406,""Amount"":1},{""ProductId"":10227,""Amount"":1},{""ProductId"":10213,""Amount"":4},{""ProductId"":10263,""Amount"":3},{""ProductId"":10261,""Amount"":2},{""ProductId"":10119,""Amount"":2},{""ProductId"":10085,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f91"")",1034,"2019-01-05T12:01:15.000Z","{""Credit"":{""Quotes"":1,""Back"":""BBVA""}}","[{""ProductId"":10378,""Amount"":2},{""ProductId"":10434,""Amount"":2},{""ProductId"":10049,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f92"")",1243,"2019-05-16T16:58:02.000Z","{""Cash"":""Cash""}","[{""ProductId"":10013,""Amount"":1},{""ProductId"":10378,""Amount"":2},{""ProductId"":10333,""Amount"":2},{""ProductId"":10241,""Amount"":1},{""ProductId"":10167,""Amount"":0},{""ProductId"":10239,""Amount"":1},{""ProductId"":10411,""Amount"":3},{""ProductId"":10373,""Amount"":1},{""ProductId"":10242,""Amount"":0},{""ProductId"":10234,""Amount"":0},{""ProductId"":10032,""Amount"":2},{""ProductId"":10471,""Amount"":6},{""ProductId"":10179,""Amount"":5},{""ProductId"":10325,""Amount"":1},{""ProductId"":10499,""Amount"":3},{""ProductId"":10089,""Amount"":3},{""ProductId"":10477,""Amount"":0},{""ProductId"":10316,""Amount"":1},{""ProductId"":10400,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f93"")",1906,"2020-01-03T13:39:37.000Z","{""Cash"":""Cash""}","[{""ProductId"":10483,""Amount"":1},{""ProductId"":10317,""Amount"":2},{""ProductId"":10237,""Amount"":1},{""ProductId"":10213,""Amount"":4},{""ProductId"":10190,""Amount"":5},{""ProductId"":10074,""Amount"":4},{""ProductId"":10380,""Amount"":1},{""ProductId"":10278,""Amount"":5},{""ProductId"":10182,""Amount"":2},{""ProductId"":10431,""Amount"":5},{""ProductId"":10362,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f94"")",1920,"2019-08-11T06:20:17.000Z","{""Cash"":""Debit""}","[{""ProductId"":10459,""Amount"":3},{""ProductId"":10180,""Amount"":1},{""ProductId"":10147,""Amount"":2},{""ProductId"":10111,""Amount"":1},{""ProductId"":10153,""Amount"":1},{""ProductId"":10318,""Amount"":1},{""ProductId"":10222,""Amount"":11},{""ProductId"":10405,""Amount"":3},{""ProductId"":10015,""Amount"":7},{""ProductId"":10463,""Amount"":3},{""ProductId"":10261,""Amount"":2},{""ProductId"":10321,""Amount"":11},{""ProductId"":10350,""Amount"":3},{""ProductId"":10281,""Amount"":1},{""ProductId"":10062,""Amount"":4},{""ProductId"":10069,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f95"")",1180,"2020-06-04T02:44:17.000Z","{""Credit"":{""Quotes"":2,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10375,""Amount"":4},{""ProductId"":10189,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f96"")",1802,"2019-11-26T05:09:03.000Z","{""Cash"":""Cash""}","[{""ProductId"":10384,""Amount"":0},{""ProductId"":10069,""Amount"":1},{""ProductId"":10431,""Amount"":5},{""ProductId"":10032,""Amount"":2},{""ProductId"":10390,""Amount"":0},{""ProductId"":10403,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f97"")",1915,"2020-02-23T10:22:51.000Z","{""Cash"":""Debit""}","[{""ProductId"":10275,""Amount"":3},{""ProductId"":10067,""Amount"":6},{""ProductId"":10459,""Amount"":3},{""ProductId"":10048,""Amount"":3},{""ProductId"":10065,""Amount"":1},{""ProductId"":10115,""Amount"":6},{""ProductId"":10263,""Amount"":3},{""ProductId"":10284,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f98"")",1677,"2020-05-23T02:05:21.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco de Crédito del Perú""}}","[{""ProductId"":10423,""Amount"":2},{""ProductId"":10402,""Amount"":2},{""ProductId"":10074,""Amount"":4},{""ProductId"":10380,""Amount"":1},{""ProductId"":10241,""Amount"":1},{""ProductId"":10216,""Amount"":0},{""ProductId"":10132,""Amount"":1},{""ProductId"":10412,""Amount"":8},{""ProductId"":10062,""Amount"":4},{""ProductId"":10493,""Amount"":7},{""ProductId"":10367,""Amount"":2},{""ProductId"":10368,""Amount"":4},{""ProductId"":10031,""Amount"":4},{""ProductId"":10405,""Amount"":3},{""ProductId"":10445,""Amount"":4},{""ProductId"":10236,""Amount"":1}]"
"ObjectId(""6296b205fc39a43814674f99"")",1432,"2020-10-24T22:29:26.000Z","{""Cash"":""Debit""}","[{""ProductId"":10084,""Amount"":1},{""ProductId"":10092,""Amount"":1},{""ProductId"":10214,""Amount"":9},{""ProductId"":10186,""Amount"":2},{""ProductId"":10120,""Amount"":4},{""ProductId"":10378,""Amount"":2}]"
"ObjectId(""6296b205fc39a43814674f9a"")",1202,"2020-04-16T05:54:48.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Ripley""}}","[{""ProductId"":10169,""Amount"":2},{""ProductId"":10102,""Amount"":2},{""ProductId"":10431,""Amount"":5},{""ProductId"":10222,""Amount"":11},{""ProductId"":10216,""Amount"":0},{""ProductId"":10057,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f9b"")",1213,"2020-10-26T11:49:02.000Z","{""Credit"":{""Quotes"":2,""Back"":""BBVA""}}","[{""ProductId"":10194,""Amount"":3},{""ProductId"":10007,""Amount"":3},{""ProductId"":10083,""Amount"":2},{""ProductId"":10094,""Amount"":4},{""ProductId"":10225,""Amount"":7},{""ProductId"":10007,""Amount"":3},{""ProductId"":10115,""Amount"":6},{""ProductId"":10010,""Amount"":8},{""ProductId"":10416,""Amount"":6},{""ProductId"":10455,""Amount"":3},{""ProductId"":10182,""Amount"":2},{""ProductId"":10380,""Amount"":1},{""ProductId"":10067,""Amount"":6},{""ProductId"":10493,""Amount"":7},{""ProductId"":10115,""Amount"":6},{""ProductId"":10286,""Amount"":4}]"
"ObjectId(""6296b205fc39a43814674f9c"")",1802,"2020-06-26T12:21:51.000Z","{""Cash"":""Cash""}","[{""ProductId"":10214,""Amount"":9},{""ProductId"":10081,""Amount"":5},{""ProductId"":10049,""Amount"":3},{""ProductId"":10484,""Amount"":5},{""ProductId"":10073,""Amount"":4},{""ProductId"":10135,""Amount"":0},{""ProductId"":10359,""Amount"":6},{""ProductId"":10439,""Amount"":3}]"
"ObjectId(""6296b205fc39a43814674f9d"")",1215,"2019-02-16T01:05:43.000Z","{""Credit"":{""Quotes"":2,""Back"":""BBVA""}}","[{""ProductId"":10428,""Amount"":1},{""ProductId"":10115,""Amount"":6},{""ProductId"":10272,""Amount"":1},{""ProductId"":10193,""Amount"":1},{""ProductId"":10280,""Amount"":3},{""ProductId"":10487,""Amount"":0}]"
"ObjectId(""6296b205fc39a43814674f9e"")",1582,"2019-11-22T17:49:07.000Z","{""Cash"":""Debit""}","[{""ProductId"":10350,""Amount"":3},{""ProductId"":10225,""Amount"":7},{""ProductId"":10061,""Amount"":4},{""ProductId"":10010,""Amount"":8},{""ProductId"":10401,""Amount"":2},{""ProductId"":10287,""Amount"":1},{""ProductId"":10162,""Amount"":4},{""ProductId"":10181,""Amount"":1},{""ProductId"":10189,""Amount"":2},{""ProductId"":10399,""Amount"":1},{""ProductId"":10359,""Amount"":6},{""ProductId"":10321,""Amount"":11},{""ProductId"":10015,""Amount"":7}]"
"ObjectId(""6296b205fc39a43814674f9f"")",1688,"2020-02-19T05:10:02.000Z","{""Credit"":{""Quotes"":1,""Back"":""Banco Falabella""}}","[{""ProductId"":10213,""Amount"":4},{""ProductId"":10345,""Amount"":2},{""ProductId"":10169,""Amount"":2},{""ProductId"":10222,""Amount"":11},{""ProductId"":10163,""Amount"":0},{""ProductId"":10403,""Amount"":4}]"
